Furniture Name	Y/N	Quality	Crafting Station	Category	Mat1	Q1	MatPrice1	Mat2	Q2	MatPrice2	Mat3	Q3	MatPrice3	Mat4	Q4	MatPrice4	Mat5	Q5	MatPrice5	Mat6	Q6	MatPrice6	Rarity Bonus	Total	Rounded Total
Redoran Cup, Empty		Epic	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	10	1200	Heartwood	5	1200	Obsidian	14	15	Frost Mirriam	3	70				5000	30920	31000
Redoran Cup, Mazte		Epic	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	10	1200	Heartwood	6	1200	Obsidian	16	15	Frost Mirriam	3	70				5000	32150	33000
Redoran End Table, Sanded		Superior	Woodworking	Parlor	Heartwood	8	1200	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30							2000	15680	16000
Redoran Fork, Wooden		Superior	Woodworking	Hearth	Heartwood	8	1200	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30							2000	15680	16000
Redoran Incense Holder, Ceramic Pan		Superior	Alchemy	Undercroft	Alchemical Resin	9	30	Regulus	7	100	Obsidian	12	15										2000	3150	4000
Redoran Incense Holder, Curved		Fine	Woodworking	Undercroft	Heartwood	5	1200	Obsidian	6	15	Pitch	9	100										1000	7990	8000
Redoran Incense Holder, Mesh		Epic	Blacksmithing	Undercroft	Regulus	7	100	Mundane Rune	7	1200	Alchemical Resin	5	30	Heartwood	11	1200	Obsidian	14	15	Grain Solvent	3	700	5000	29760	30000
Redoran Incense Pot, Beastly		Epic	Blacksmithing	Hearth	Regulus	11	100	Mundane Rune	6	1200	Alchemical Resin	7	30	Decorative Wax	6	750	Obsidian	14	15	Grain Solvent	3	700	5000	20320	21000
Redoran Jar, Jazbay		Superior	Enchanting	Hearth	Mundane Rune	9	1200	Decorative Wax	6	750	Obsidian	12	15	Denata	6	8							2000	17528	18000
Redoran Knife, Wooden		Superior	Woodworking	Hearth	Heartwood	8	1200	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30							2000	15680	16000
Redoran Mantle Cloth, Crimson Cover		Epic	Clothing	Miscellaneous	Bast	11	30	Mundane Rune	7	1200	Alchemical Resin	8	30	Obsidian	14	15	Elegant Lining	3	300				5000	15080	16000
Redoran Mantle Cloth, Crimson Coverlet		Superior	Clothing	Miscellaneous	Bast	8	30	Mundane Rune	6	1200	Obsidian	10	15	Embroidery	6	21							2000	9716	10000
Redoran Plate, Floral		Epic	Blacksmithing	Hearth	Regulus	11	100	Mundane Rune	8	1200	Alchemical Resin	7	30	Obsidian	14	15	Grain Solvent	3	700				5000	18220	19000
Redoran Plate, Meal		Epic	Blacksmithing	Hearth	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Obsidian	16	15	Grain Solvent	3	700				5000	24140	25000
Redoran Settee, Fungal Cushion		Epic	Clothing	Parlor	Bast	11	30	Alchemical Resin	6	30	Heartwood	9	1200	Obsidian	14	15	Elegant Lining	3	300				5000	17420	18000
Redoran Settee, Sanded		Superior	Woodworking	Parlor	Heartwood	8	1200	Alchemical Resin	6	30	Obsidian	10	15	Turpen	6	30							2000	12110	13000
Redoran Sideboard, Display		Superior	Woodworking	Parlor	Heartwood	8	1200	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30							2000	15680	16000
Redoran Spoon, Wooden		Superior	Woodworking	Hearth	Heartwood	8	1200	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30							2000	15680	16000
Redoran Steamer, Iron		Epic	Blacksmithing	Hearth	Regulus	12	100	Mundane Rune	8	1200	Alchemical Resin	8	30	Obsidian	16	15	Grain Solvent	3	700				5000	18380	19000
Redoran Stool, Fungal Cushion		Epic	Clothing	Workshop	Bast	11	30	Decorative Wax	7	750	Heartwood	8	1200	Obsidian	14	15	Elegant Lining	3	300				5000	21290	22000
Redoran Stool, Sanded		Fine	Woodworking	Workshop	Heartwood	6	1200	Obsidian	8	15	Pitch	9	100										1000	9220	10000
Redoran Table Runner, Gilded Ochre		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Alchemical Resin	8	30	Obsidian	16	15	Elegant Lining	3	300				5000	16340	17000
Redoran Table, Formal Floral		Epic	Woodworking	Dining	Heartwood	12	1200	Mundane Rune	8	1200	Decorative Wax	8	750	Obsidian	16	15	Mastic	3	1500				5000	39740	40000
Redoran Table, Formal Turtle		Epic	Woodworking	Dining	Heartwood	12	1200	Mundane Rune	8	1200	Decorative Wax	8	750	Obsidian	16	15	Mastic	3	1500				5000	39740	40000
Redoran Table, Kitchen		Superior	Woodworking	Dining	Heartwood	9	1200	Decorative Wax	6	750	Obsidian	12	15	Turpen	6	30							2000	17660	18000
Redoran Tray, Floral		Epic	Blacksmithing	Hearth	Regulus	12	100	Mundane Rune	8	1200	Alchemical Resin	8	30	Obsidian	16	15	Grain Solvent	3	700				5000	18380	19000
Redoran Trestle, Corridor		Superior	Woodworking	Dining	Heartwood	9	1200	Decorative Wax	6	750	Obsidian	12	15	Turpen	6	30							2000	17660	18000
Redoran Urn, Dusky Marble		Epic	Enchanting	Undercroft	Mundane Rune	12	1200	Regulus	8	100	Alchemical Resin	8	30	Obsidian	16	15	Rekuta	3	70				5000	20890	21000
Redoran Urn, Imprinted Clay		Fine	Enchanting	Undercroft	Mundane Rune	5	1200	Obsidian	6	15	Jejota	9	2										1000	7108	8000
Redoran Urn, Pale Marble		Epic	Enchanting	Undercroft	Mundane Rune	11	1200	Regulus	9	100	Decorative Wax	6	750	Obsidian	14	15	Rekuta	3	70				5000	24020	25000
Relic Vault, Impenetrable		Legendary	Blacksmithing	Workshop	Regulus	15	100	Mundane Rune	13	1200	Decorative Wax	12	750	Ochre	10	15	Night Pumice	2	1200	Tempering Alloy	1	10000	10000	48650	49000
Ritual Fetish, Hircine		Superior	Woodworking	Undercroft	Bast	5	30	Heartwood	10	1200	Decorative Wax	5	750	Ochre	5	15	Daedra Heart	5	400	Turpen	6	30	2000	20155	21000
Ritual Stone, Hircine		Superior	Enchanting	Undercroft	Mundane Rune	10	1200	Decorative Wax	7	750	Daedra Heart	5	400	Denata	6	8							2000	21298	22000
Rough Bag, Burlap		Standard	Clothing	Hearth	Bast	2	30	Nickel	2	15	Barley	10	7										0	160	1000
Rough Bedroll, Basic		Standard	Clothing	Suite	Bast	1	30	Nickel	2	15													0	60	1000
Rough Bowl, Common		Standard	Blacksmithing	Hearth	Regulus	1	100	Nickel	2	15													0	130	1000
Rough Box, Boarded		Standard	Woodworking	Workshop	Heartwood	2	1200	Nickel	2	15													0	2430	3000
Rough Container, Cargo		Standard	Woodworking	Workshop	Heartwood	2	1200	Nickel	2	15													0	2430	3000
Rough Crate, Bolted		Standard	Woodworking	Workshop	Heartwood	2	1200	Nickel	2	15													0	2430	3000
Rough Crate, Reinforced		Standard	Woodworking	Workshop	Heartwood	3	1200	Nickel	2	15													0	3630	4000
Rough Cup, Empty		Standard	Blacksmithing	Hearth	Regulus	1	100	Nickel	2	15													0	130	1000
Rough Hatchet, Practical		Standard	Blacksmithing	Workshop	Regulus	1	100	Nickel	2	15													0	130	1000
Rough Knife, Butcher		Standard	Blacksmithing	Hearth	Regulus	1	100	Nickel	2	15													0	130	1000
Rough Platform, Stage		Standard	Woodworking	Structures	Heartwood	3	1200	Nickel	2	15													0	3630	4000
Rough Stretcher, Military		Standard	Clothing	Suite	Heartwood	1	1200	Nickel	2	15	Bast	2	30										0	1290	2000
Sacrificial Altar, Hircine		Epic	Enchanting	Undercroft	Mundane Rune	13	1200	Clean Pelt	9	8	Decorative Wax	8	750	Daedra Heart	10	400	Rekuta	3	70				5000	30882	31000
Scrimshaw Jewelry Box, Floral		Epic	Jewelry	Parlor	Ochre	9	15	Mundane Rune	9	1200	Decorative Wax	9	750	Ivory, Polished	1	170	Zircon Plating	1	85000				5000	107855	108000
Scrimshaw Jewelry Box, Verdant Oval		Epic	Jewelry	Parlor	Ochre	9	15	Regulus	8	100	Mundane Rune	7	1200	Decorative Wax	7	750	Ivory, Polished	1	170	Zircon Plating	1	85000	5000	104755	105000
Scrimshaw Jewelry Box, Vineyard		Epic	Jewelry	Parlor	Ochre	9	15	Regulus	6	100	Mundane Rune	9	1200	Decorative Wax	7	750	Ivory, Polished	1	170	Zircon Plating	1	85000	5000	106955	107000
Scrimshaw, Ancient Vessel		Epic	Jewelry	Parlor	Ochre	9	15	Regulus	6	100	Mundane Rune	8	1200	Decorative Wax	8	750	Ivory, Polished	1	170	Zircon Plating	1	85000	5000	106505	107000
Scrimshaw, Octopus		Epic	Jewelry	Parlor	Ochre	9	15	Regulus	6	100	Mundane Rune	7	1200	Decorative Wax	9	750	Ivory, Polished	1	170	Zircon Plating	1	85000	5000	106055	107000
Scrimshaw, Sea Monster		Superior	Jewelry	Parlor	Ochre	7	15	Regulus	6	100	Mundane Rune	5	1200	Ivory, Polished	1	170	Iridium Plating	2	15500				2000	39875	40000
Scrimshaw, Ship		Superior	Jewelry	Parlor	Ochre	7	15	Regulus	5	100	Decorative Wax	5	750	Ivory, Polished	1	170	Iridium Plating	2	15500				2000	37525	38000
Silver Kettle, Masterworked		Legendary	Jewelry	Hearth	Ochre	10	15	Regulus	15	100	Alchemical Resin	12	30	Decorative Wax	9	750	Polished Shiling	2	300	Chromium Plating	1	310000	10000	329360	330000
Simple Blue Banner		Fine	Clothing	Parlor	Bast	4	30	Nickel	5	15	Sapphire	4	6	Hemming	9	15							1000	1354	2000
Solitude Archway, Stone		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Corundum	10	15	Denata	6	8							2000	13598	14000
Solitude Armchair, High-Backed Noble		Epic	Woodworking	Dining	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Armchair, Noble		Epic	Woodworking	Dining	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Armchair, Ornate		Epic	Woodworking	Dining	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Armchair, Ornate Low		Epic	Woodworking	Dining	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Armchair, Wicker		Superior	Woodworking	Dining	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Armchair, Wood		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Backpack, Basket		Superior	Woodworking	Hearth	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Barstool, Wicker		Superior	Woodworking	Workshop	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Barstool, Wood		Fine	Woodworking	Workshop	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Basket, Centerpiece		Superior	Woodworking	Hearth	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Basket, Ornate		Superior	Woodworking	Hearth	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Basket, Wicker Handles		Superior	Woodworking	Hearth	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Basket, Wicker Wide		Superior	Woodworking	Hearth	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Bed, Noble Double		Epic	Clothing	Suite	Clean Pelt	13	8	Heartwood	10	1200	Ochre	6	15	Corundum	15	15	Elegant Lining	3	300				5000	18319	19000
Solitude Bed, Noble Single		Epic	Clothing	Suite	Clean Pelt	13	8	Heartwood	10	1200	Ochre	6	15	Corundum	15	15	Elegant Lining	3	300				5000	18319	19000
Solitude Bed, Rustic Bearskin Double		Superior	Clothing	Suite	Clean Pelt	9	8	Heartwood	6	1200	Corundum	10	15	Embroidery	6	21							2000	9548	10000
Solitude Bed, Rustic Bearskin Single		Superior	Clothing	Suite	Clean Pelt	9	8	Heartwood	6	1200	Corundum	10	15	Embroidery	6	21							2000	9548	10000
Solitude Bed, Rustic Cowhide Double		Superior	Clothing	Suite	Clean Pelt	9	8	Heartwood	6	1200	Corundum	10	15	Embroidery	6	21							2000	9548	10000
Solitude Bed, Rustic Cowhide Single		Superior	Clothing	Suite	Clean Pelt	9	8	Heartwood	6	1200	Corundum	10	15	Embroidery	6	21							2000	9548	10000
Solitude Bench, Polished		Superior	Woodworking	Dining	Heartwood	9	1200	Decorative Wax	5	750	Corundum	10	15	Turpen	6	30							2000	16880	17000
Solitude Bench, Rustic		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Bench, Rustic Long		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Bench, Sturdy		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Bench, Sturdy Long		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Bookcase, Backless		Epic	Woodworking	Library	Heartwood	13	1200	Decorative Wax	8	750	Alchemical Resin	7	30	Corundum	15	15	Mastic	3	1500				5000	31535	32000
Solitude Bookcase, Backless Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Decorative Wax	6	750	Corundum	15	15	Mastic	3	1500				5000	29905	30000
Solitude Bookcase, Narrow Backless		Superior	Woodworking	Library	Heartwood	10	1200	Decorative Wax	5	750	Alchemical Resin	5	30	Corundum	10	15	Turpen	6	30				2000	18230	19000
Solitude Bookcase, Narrow Noble		Superior	Woodworking	Library	Heartwood	10	1200	Decorative Wax	5	750	Ochre	4	15	Corundum	10	15	Turpen	6	30				2000	18140	19000
Solitude Bookcase, Narrow Noble Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Decorative Wax	6	750	Corundum	15	15	Mastic	3	1500				5000	29905	30000
Solitude Bookcase, Narrow Rustic		Fine	Woodworking	Library	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Bookcase, Narrow Rustic Filled		Superior	Woodworking	Library	Heartwood	9	1200	Clean Pelt	6	8	Corundum	10	15	Turpen	6	30							2000	13178	14000
Solitude Bookcase, Noble		Epic	Woodworking	Library	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Bookcase, Noble Cabinet		Epic	Woodworking	Library	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Bookcase, Noble Cabinet Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Decorative Wax	6	750	Corundum	15	15	Mastic	3	1500				5000	29905	30000
Solitude Bookcase, Noble Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Decorative Wax	6	750	Corundum	15	15	Mastic	3	1500				5000	29905	30000
Solitude Bookcase, Rustic		Fine	Woodworking	Library	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Bookcase, Rustic Cabinet		Fine	Woodworking	Library	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Bookcase, Rustic Filled		Superior	Woodworking	Library	Heartwood	9	1200	Clean Pelt	6	8	Corundum	10	15	Turpen	6	30							2000	13178	14000
Solitude Bowl, Berries		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	6	1200	Corundum	10	15	Acai Berry	20	2	Bervez Juice	3	150				2000	15090	16000
Solitude Bowl, Mushrooms		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	6	1200	Corundum	10	15	White Cap	1	80	Bervez Juice	3	150				2000	15130	16000
Solitude Bowl, Winter Onions		Epic	Provisioning	Hearth	Decorative Wax	10	750	Heartwood	10	1200	Alchemical Resin	7	30	Corundum	15	15	Greens	10	10	Frost Mirriam	3	70	5000	25245	26000
Solitude Bread, Floral Pattern		Superior	Provisioning	Hearth	Decorative Wax	7	750	Ochre	5	15	Corundum	10	15	Wheat	20	6	Bervez Juice	3	150				2000	8045	9000
Solitude Bread, Long		Superior	Provisioning	Hearth	Decorative Wax	7	750	Alchemical Resin	6	30	Corundum	10	15	Wheat	20	6	Bervez Juice	3	150				2000	8150	9000
Solitude Bread, Partial Loaf		Fine	Provisioning	Hearth	Decorative Wax	4	750	Corundum	5	15	Wheat	15	6										1000	4165	5000
Solitude Bread, Rustic Loaf		Superior	Provisioning	Hearth	Decorative Wax	7	750	Alchemical Resin	6	30	Corundum	10	15	Wheat	25	6	Bervez Juice	3	150				2000	8180	9000
Solitude Bread, Rustic Sliced		Fine	Provisioning	Hearth	Decorative Wax	4	750	Corundum	5	15	Wheat	10	6										1000	4135	5000
Solitude Breakfast, Eggs and Ham		Superior	Provisioning	Hearth	Decorative Wax	8	750	Regulus	5	100	Alchemical Resin	5	30	Corundum	10	15	White Meat	10	16	Bervez Juice	3	150	2000	9410	10000
Solitude Breakfast, Full		Superior	Provisioning	Hearth	Decorative Wax	8	750	Regulus	5	100	Alchemical Resin	5	30	Corundum	10	15	White Meat	15	16	Bervez Juice	3	150	2000	9490	10000
Solitude Breakfast, Sausages and Ham		Superior	Provisioning	Hearth	Decorative Wax	8	750	Regulus	5	100	Alchemical Resin	5	30	Corundum	10	15	White Meat	10	16	Bervez Juice	3	150	2000	9410	10000
Solitude Bucket, Empty		Fine	Woodworking	Workshop	Heartwood	5	1200	Regulus	4	100	Corundum	5	15	Pitch	9	100							1000	8375	9000
Solitude Cabinet, Narrow Noble		Superior	Woodworking	Library	Heartwood	10	1200	Decorative Wax	5	750	Ochre	4	15	Corundum	10	15	Turpen	6	30				2000	18140	19000
Solitude Cabinet, Narrow Noble Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Decorative Wax	6	750	Corundum	15	15	Mastic	3	1500				5000	29905	30000
Solitude Cabinet, Narrow Open Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Decorative Wax	6	750	Corundum	15	15	Mastic	3	1500				5000	29905	30000
Solitude Cabinet, Ornate Wall		Superior	Woodworking	Hearth	Heartwood	10	1200	Decorative Wax	5	750	Ochre	4	15	Corundum	10	15	Turpen	6	30				2000	18140	19000
Solitude Cabinet, Rustic Filled		Superior	Woodworking	Library	Heartwood	9	1200	Clean Pelt	6	8	Corundum	10	15	Turpen	6	30							2000	13178	14000
Solitude Camping Pot, Fish Stew		Superior	Provisioning	Hearth	Decorative Wax	8	750	Regulus	5	100	Alchemical Resin	5	30	Corundum	10	15	Fish	20	7	Bervez Juice	3	150	2000	9390	10000
Solitude Candlestick, Horn		Fine	Provisioning	Lighting	Decorative Wax	4	750	Regulus	4	100	Corundum	5	15	Rakeipa	2	140	Ivory, Polished	1	170				1000	4925	5000
Solitude Carpet, Grand Wolf's-Head Border		Epic	Clothing	Parlor	Bast	13	30	Alchemical Resin	9	30	Decorative Wax	6	750	Corundum	15	15	Elegant Lining	3	300				5000	11285	12000
Solitude Carpet, Inset Square		Fine	Clothing	Parlor	Bast	5	30	Corundum	5	15	Hemming	9	15										1000	1360	2000
Solitude Carpet, Large Plain		Fine	Clothing	Parlor	Bast	5	30	Corundum	5	15	Hemming	9	15										1000	1360	2000
Solitude Carpet, Plush		Epic	Clothing	Parlor	Bast	13	30	Alchemical Resin	9	30	Decorative Wax	6	750	Corundum	15	15	Elegant Lining	3	300				5000	11285	12000
Solitude Carpet, Plush Worn		Fine	Clothing	Parlor	Bast	5	30	Corundum	5	15	Hemming	9	15										1000	1360	2000
Solitude Carpet, Small Plush		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	6	30	Corundum	10	15	Embroidery	6	21							2000	2726	3000
Solitude Carpet, Wolf's-Head Border		Epic	Clothing	Parlor	Bast	13	30	Alchemical Resin	9	30	Decorative Wax	6	750	Corundum	15	15	Elegant Lining	3	300				5000	11285	12000
Solitude Cart, Work		Superior	Woodworking	Suite	Heartwood	9	1200	Regulus	6	100	Corundum	10	15	Turpen	6	30							2000	13730	14000
Solitude Cauldron, Flat-Bottomed		Superior	Blacksmithing	Hearth	Regulus	9	100	Alchemical Resin	6	30	Corundum	10	15	Dwarven Oil	6	22							2000	3362	4000
Solitude Cauldron, Hanging		Fine	Blacksmithing	Hearth	Regulus	5	100	Alchemical Resin	4	30	Corundum	5	15	Honing Stone	9	16							1000	1839	2000
Solitude Cauldron, Metal Empty		Fine	Blacksmithing	Hearth	Regulus	5	100	Alchemical Resin	4	30	Corundum	5	15	Honing Stone	9	16							1000	1839	2000
Solitude Censer, Pagoda		Epic	Jewelry	Undercroft	Ochre	9	15	Regulus	10	100	Alchemical Resin	7	30	Corundum	15	15	Zircon Plating	1	85000				5000	91570	92000
Solitude Censer, Wolf-Head		Epic	Jewelry	Undercroft	Ochre	9	15	Regulus	10	100	Alchemical Resin	7	30	Corundum	15	15	Zircon Plating	1	85000				5000	91570	92000
Solitude Chair, Wicker		Superior	Woodworking	Dining	Heartwood	9	1200	Bast	6	30	Corundum	10	15	Turpen	6	30							2000	13310	14000
Solitude Chair, Wood		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Chandelier, Horns		Superior	Blacksmithing	Lighting	Regulus	9	100	Decorative Wax	5	750	Corundum	10	15	Ivory, Polished	6	170	Rakeipa	4	140	Dwarven Oil	6	22	2000	8512	9000
Solitude Chandelier, Steel		Epic	Blacksmithing	Lighting	Regulus	13	100	Ochre	7	15	Decorative Wax	6	750	Corundum	15	15	Rakeipa	7	140	Grain Solvent	3	700	5000	14210	15000
Solitude Chest of Drawers, Noble		Epic	Woodworking	Suite	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Chest of Drawers, Wide Noble		Epic	Woodworking	Suite	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Counter, Rustic Bar		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Counter, Rustic Bar Corner		Fine	Woodworking	Dining	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Desk, Ornate		Epic	Woodworking	Library	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Dinner Bowl, Hearty Stew		Superior	Provisioning	Hearth	Decorative Wax	8	750	Regulus	5	100	Alchemical Resin	5	30	Corundum	10	15	Red Meat	10	10	Bervez Juice	3	150	2000	9350	10000
Solitude Dinner Bowl, Vegetable Soup		Superior	Provisioning	Hearth	Decorative Wax	8	750	Regulus	5	100	Heartwood	5	1200	Corundum	10	15	Tomato	10	10	Bervez Juice	3	150	2000	15200	16000
Solitude Display Shelf, Noble		Epic	Woodworking	Library	Heartwood	13	1200	Decorative Wax	8	750	Ochre	6	15	Corundum	15	15	Mastic	3	1500				5000	31415	32000
Solitude Display Shelf, Noble Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Decorative Wax	6	750	Corundum	15	15	Mastic	3	1500				5000	29905	30000
Solitude Door, Arched Wooden		Epic	Woodworking	Structures	Heartwood	13	1200	Regulus	10	100	Mundane Rune	7	1200	Corundum	15	15	Mastic	3	1500				5000	34725	35000
Solitude Dresser, Rustic		Superior	Woodworking	Suite	Heartwood	9	1200	Decorative Wax	5	750	Corundum	10	15	Turpen	6	30							2000	16880	17000
Solitude Dresser, Rustic Shelves		Fine	Woodworking	Suite	Heartwood	5	1200	Corundum	5	15	Pitch	9	100										1000	7975	8000
Solitude Drinking Horn, Ivory		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	6	1200	Corundum	10	15	Honey	10	16	Bervez Juice	3	150	Ivory, Polished	1	170	2000	15380	16000
Solitude Drying Rack, Stockfish		Superior	Provisioning	Hearth	Decorative Wax	8	750	Heartwood	5	1200	Alchemical Resin	5	30	Corundum	10	15	Fish	20	7	Bervez Juice	3	150	2000	14890	15000
Solitude Fireplace, Kitchen		Epic	Enchanting	Structures	Mundane Rune	13	1200	Regulus	10	100	Heartwood	7	1200	Corundum	15	15	Rekuta	3	70				5000	30435	31000
