Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Target Skeleton, Robust Humanoid	Legendary	Workshop		11.0		15.0		15.0			Homestead	41.0
Telvanni Arched Light, Organic Azure	Epic	Lighting	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Telvanni Armchair, Organic	Epic	Dining	8.0	6.0		12.0			6.0		Morrowind / Clockwork	32.0
Telvanni Bed, Organic	Epic	Suite		8.0		12.0			8.0		Morrowind / Clockwork	28.0
Telvanni Bookcase, Organic	Epic	Library	8.0			12.0	8.0				Morrowind / Clockwork	28.0
Telvanni Candelabra, Masterwork	Legendary	Lighting	13.0	11.0			15.0				Morrowind / Clockwork	39.0
Telvanni Candelabra, Organic	Epic	Lighting	7.0	6.0		11.0		6.0			Morrowind / Clockwork	30.0
Telvanni Chair, Organic	Epic	Dining	8.0	7.0		11.0					Morrowind / Clockwork	26.0
Telvanni Desk, Organic	Epic	Library	7.0	6.0		12.0	7.0				Morrowind / Clockwork	32.0
Telvanni End Table, Organic	Epic	Parlor	7.0	6.0		11.0	6.0				Morrowind / Clockwork	30.0
Telvanni Lamp, Organic Azure	Epic	Lighting	8.0	8.0		12.0					Morrowind / Clockwork	28.0
Telvanni Lantern, Organic Azure	Epic	Lighting	8.0	5.0		11.0		6.0			Morrowind / Clockwork	30.0
Telvanni Nightstand, Organic	Epic	Suite	8.0	6.0		12.0	6.0				Morrowind / Clockwork	32.0
Telvanni Sconce, Organic Azure	Epic	Lighting	6.0	6.0		11.0		7.0			Morrowind / Clockwork	30.0
Telvanni Shelves, Organic	Epic	Library	8.0			11.0	7.0				Morrowind / Clockwork	26.0
Telvanni Sofa, Organic	Epic	Parlor	7.0	6.0		12.0			7.0		Morrowind / Clockwork	32.0
Telvanni Stool, Organic	Epic	Workshop	7.0	6.0		11.0	6.0				Morrowind / Clockwork	30.0
Telvanni Table Runner, Bordered Azure	Epic	Parlor	8.0			12.0			8.0		Morrowind / Clockwork	28.0
Telvanni Table Runner, Gilded Azure	Epic	Parlor	7.0			11.0			8.0		Morrowind / Clockwork	26.0
Telvanni Table, Organic Game	Epic	Dining	8.0			11.0	7.0				Morrowind / Clockwork	26.0
Telvanni Table, Organic Grand	Epic	Dining	8.0			12.0	8.0				Morrowind / Clockwork	28.0
Telvanni Throne, Organic	Epic	Gallery	7.0	7.0		12.0			6.0		Morrowind / Clockwork	32.0
Tongs, Forge	Superior	Workshop					6.0	8.0			Homestead	14.0
Tools, Case	Legendary	Workshop				13.0	15.0	15.0			Homestead	43.0
Tribunal Tablet of Almalexia	Epic	Gallery	6.0	6.0		12.0		8.0			Morrowind / Clockwork	32.0
Vampiric Alchemy Rack, Tubes	Superior	Workshop	8.0					6.0			Waking Flame	14.0
Vampiric Armchair, Ornate	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Vampiric Bed, Canopy	Epic	Suite	7.0				10.0		13.0		Greymoor	30.0
Vampiric Bed, Full	Epic	Suite	7.0				10.0		13.0		Greymoor	30.0
Vampiric Bed, Single	Superior	Suite					6.0		9.0		Greymoor	15.0
Vampiric Bookcase, Arched	Superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Bookcase, Arched Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Vampiric Bookcase, Short	Superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Bookcase, Short Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Vampiric Bookcase, Tall	Superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Bookcase, Tall Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Vampiric Brazier, Taloned	Epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Cabinet, Ornate	Epic	Hearth		8.0	6.0		13.0				Greymoor	27.0
Vampiric Cabinet, Wall	Epic	Hearth	7.0	8.0			13.0				Greymoor	28.0
Vampiric Candlestick	Superior	Lighting		5.0				9.0			Waking Flame	14.0
Vampiric Carpet, Grand Sigil	Epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Carpet, Large	Epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Vampiric Carpet, Sigil	Epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Carpet, Standard	Superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Cauldron, Distilled Coagulant	Legendary	Workshop	13.0	10.0	8.0			15.0			Flames of Ambition	46.0
Vampiric Chair, Fanged	Epic	Dining	7.0	8.0			13.0				Greymoor	28.0
Vampiric Chandelier, Amber Fanged	Epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Chandelier, Azure Wrought-Iron	Legendary	Lighting		10.0		15.0		15.0			Stonethorn	40.0
Vampiric Desk, Polished	Epic	Library	7.0	8.0			13.0				Greymoor	28.0
Vampiric Divider, Ornate	Epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Vampiric Drapes, Pulled Back	Superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Drapes, Tall	Superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Drapes, Tall Arch	Superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Dresser, Polished	Epic	Suite	7.0	8.0			13.0				Greymoor	28.0
Vampiric Goblet, Fluted	Superior	Hearth		7.0	5.0						Greymoor	12.0
Vampiric Goblet, Full	Superior	Hearth		7.0	5.0						Greymoor	12.0
Vampiric Lab Jar, Large	Superior	Undercroft	8.0	5.0							Waking Flame	13.0
Vampiric Lab Jar, Red Gelatinous	Fine	Undercroft	5.0								Waking Flame	5.0
Vampiric Lab Jar, Small	Fine	Undercroft	5.0								Waking Flame	5.0
Vampiric Lamp, Amber Tall	Superior	Lighting				9.0		6.0			Greymoor	15.0
Vampiric Lamp, Amber Triple	Superior	Lighting				9.0		6.0			Greymoor	15.0
Vampiric Lamp, Azure Triple	Superior	Lighting				9.0		6.0			Waking Flame	15.0
Vampiric Lectern, Polished	Superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Lightpost, Amber Double	Epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Lightpost, Amber Single	Epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Mirror, Standing	Epic	Suite			7.0	7.0		13.0			Greymoor	27.0
Vampiric Pew, Ornate	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Vampiric Rug, Circular Sigil	Epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Rug, Triangular Sigil	Epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Runner, Grand	Epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Vampiric Sconce, Amber	Superior	Lighting				9.0		6.0			Greymoor	15.0
Vampiric Sconce, Azure	Superior	Lighting				9.0		6.0			Waking Flame	15.0
Vampiric Sideboard, Long	Superior	Dining		5.0			9.0				Greymoor	14.0
Vampiric Sideboard, Racks	Epic	Hearth	7.0	8.0			13.0				Greymoor	28.0
Vampiric Sideboard, Shelves	Superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Table, Circular	Epic	Dining	7.0	8.0			13.0				Greymoor	28.0
Vampiric Table, Grand	Epic	Dining	7.0	8.0			13.0				Greymoor	28.0
Vampiric Table, Small	Superior	Dining		5.0			9.0				Greymoor	14.0
Vampiric Table, Square Low	Superior	Dining		5.0			9.0				Greymoor	14.0
Vampiric Trunk, Ornate Metal	Superior	Suite					6.0	9.0			Greymoor	15.0
Vampiric Trunk, Polished Wood	Superior	Suite					9.0	6.0			Greymoor	15.0
Vampiric Wall Mirror	Epic	Suite			7.0	7.0		13.0			Greymoor	27.0
Vampiric Wardrobe, Ornate	Epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Velothi Brazier, Temple	Epic	Lighting		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Vial, Delicate	Epic	Hearth	11.0	7.0		8.0					Homestead	26.0
Winter Cardinal Painting, Work in Progress	Legendary	Gallery	13.0	11.0			11.0			13.0	Stonethorn	48.0
Winter Squash, Display	Fine	Hearth		3.0							Homestead	3.0
Witches Corpse, Wrapped	Epic	Undercroft		8.0			8.0		12.0		Morrowind / Clockwork	28.0
Wood Elf Awning, Leather	Fine	Structures								7.0	Homestead	7.0
Wood Elf Bar, Drying	Fine	Hearth					5.0				Homestead	5.0
Wood Elf Bar, Long	Fine	Hearth					5.0				Homestead	5.0
Wood Elf Bar, Short	Fine	Hearth					5.0				Homestead	5.0
Wood Elf Bar, Sturdy	Fine	Hearth					5.0				Homestead	5.0
Wood Elf Barrel, Ceramic	Superior	Workshop		8.0		6.0		5.0			Homestead	19.0
Wood Elf Basin, Stone	Fine	Undercroft				5.0					Homestead	5.0
Wood Elf Bedding, Layered	Superior	Suite	6.0	6.0						9.0	Homestead	21.0
Wood Elf Bedding, Padded	Epic	Suite	8.0	7.0						11.0	Homestead	26.0
Wood Elf Bedding, Scattered	Fine	Suite								7.0	Homestead	7.0
Wood Elf Bin, Blue Feathers	Epic	Hearth		10.0		8.0		6.0			Homestead	24.0
Wood Elf Bin, Feathers	Epic	Hearth		10.0		7.0		7.0			Homestead	24.0
Wood Elf Bladder, Fermenting	Superior	Hearth	5.0	5.0						7.0	Homestead	17.0
Wood Elf Bone Chimes	Epic	Undercroft		9.0			6.0			7.0	Homestead	22.0
Wood Elf Bookcase, Leather	Superior	Library		6.0			7.0			10.0	Homestead	23.0
Wood Elf Bowl, Striped	Superior	Hearth		7.0							Homestead	7.0
Wood Elf Canopy, Braced	Superior	Structures		7.0			7.0			11.0	Homestead	25.0
Wood Elf Canopy, Leather	Fine	Structures		5.0						7.0	Homestead	12.0
Wood Elf Canopy, Spine	Epic	Structures		8.0			9.0			13.0	Homestead	30.0
Wood Elf Cask, Ceramic	Superior	Hearth		8.0		6.0	5.0				Homestead	19.0
Wood Elf Cask, Painted	Epic	Hearth		10.0		7.0		7.0			Homestead	24.0
Wood Elf Cauldron, Ceramic	Superior	Hearth		9.0		5.0		4.0			Homestead	18.0
Wood Elf Cauldron, Stone	Fine	Hearth				7.0		4.0			Homestead	11.0
Wood Elf Censer, Hanging	Epic	Undercroft		8.0				6.0		6.0	Homestead	20.0
Wood Elf Chair, Leather	Superior	Dining		6.0			5.0			8.0	Homestead	19.0
Wood Elf Counter, Long Leather	Fine	Dining								7.0	Homestead	7.0
Wood Elf Cup, Ceramic	Fine	Hearth		4.0							Homestead	4.0
Wood Elf Cup, Chipped	Fine	Hearth		4.0							Homestead	4.0
Wood Elf Cup, Striped	Fine	Hearth		4.0							Homestead	4.0
Wood Elf Divider, Narrow	Fine	Suite								6.0	Homestead	6.0
Wood Elf Divider, Relaxed	Superior	Suite		6.0			7.0			10.0	Homestead	23.0
Wood Elf Divider, Stretched	Fine	Suite								5.0	Homestead	5.0
Wood Elf Divider, Taut	Superior	Suite		4.0			5.0			9.0	Homestead	18.0
Wood Elf Fish Dish	Epic	Hearth		10.0		8.0		6.0			Homestead	24.0
Wood Elf Grinding Stone	Fine	Hearth				5.0					Homestead	5.0
Wood Elf Hammock, Double	Superior	Suite		4.0			5.0			9.0	Homestead	18.0
Wood Elf Hammock, Single	Superior	Suite		7.0			7.0			11.0	Homestead	25.0
Wood Elf Hearth, Forest	Epic	Undercroft	8.0			12.0		8.0			Homestead	28.0
Wood Elf Hide, Heavy	Fine	Undercroft								6.0	Homestead	6.0
Wood Elf Pedestal, Engraved	Fine	Undercroft				7.0					Homestead	7.0
Wood Elf Pitcher, Ceramic	Superior	Hearth	5.0	8.0				6.0			Homestead	19.0
Wood Elf Pitcher, Chipped	Superior	Hearth	5.0	7.0				5.0			Homestead	17.0
Wood Elf Pitcher, Marked	Superior	Hearth	5.0	8.0				6.0			Homestead	19.0
Wood Elf Pitcher, Painted	Superior	Hearth	5.0	7.0				5.0			Homestead	17.0
Wood Elf Rack, Brace	Fine	Hearth					5.0				Homestead	5.0
Wood Elf Rack, Double	Superior	Library		6.0			6.0			9.0	Homestead	21.0
Wood Elf Rack, Dried Fish	Epic	Hearth		9.0		7.0	7.0				Homestead	23.0
Wood Elf Rack, Dried Meat	Epic	Hearth		9.0		7.0	7.0				Homestead	23.0
Wood Elf Rack, Meat	Epic	Hearth	7.0	10.0				7.0			Homestead	24.0
Wood Elf Rack, Single	Superior	Library					8.0			5.0	Homestead	13.0
Wood Elf Shelf, Tiered	Fine	Library								6.0	Homestead	6.0
Wood Elf Skull and Bones	Epic	Undercroft		10.0			7.0			7.0	Homestead	24.0
Wood Elf Stool, Leather	Fine	Workshop								5.0	Homestead	5.0
Wood Elf Table, Formal	Superior	Dining					7.0	6.0		10.0	Homestead	23.0
Wood Elf Table, Leather	Fine	Dining								7.0	Homestead	7.0
Wood Elf Tapestry, Deer	Epic	Parlor	6.0	6.0			8.0			12.0	Homestead	32.0
Wood Elf Tapestry, Painted	Epic	Parlor	8.0				8.0			12.0	Homestead	28.0
Wood Elf Tapestry, Vine	Epic	Parlor	8.0	8.0						12.0	Homestead	28.0
Wood Elf Tent, Frame	Epic	Structures		10.0			14.0			8.0	Homestead	32.0
Wood Elf Tent, Sturdy	Superior	Structures		4.0			6.0			9.0	Homestead	19.0
Wood Elf Throne, Vine	Legendary	Gallery	9.0			13.0	15.0		13.0		Homestead	50.0
Wood Elf Totem, Framed	Epic	Undercroft		10.0			6.0			8.0	Homestead	24.0
Wood Elf Totem, Skull	Epic	Undercroft		10.0			7.0			7.0	Homestead	24.0
Wood Elf Trough, Slop	Epic	Hearth		10.0		7.0		7.0			Homestead	24.0
Wood Elf Urn, Deer	Fine	Hearth		5.0							Homestead	5.0
Wood Elf Urn, Scratched	Fine	Hearth		5.0							Homestead	5.0
Wood Elf Vase, Chipped	Superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Vase, Painted	Superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Vase, Swirled	Fine	Parlor		4.0							Homestead	4.0
Wood Elf Vessel, Tiered Ceramic	Superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Vessel, Tiered Painted	Superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Wall Hide, Fur	Fine	Undercroft								6.0	Homestead	6.0
Wood Elf Wall Hide, Pierced	Fine	Undercroft								7.0	Homestead	7.0
Wood Elf Wall Hide, Spotted	Fine	Undercroft								7.0	Homestead	7.0
Alinor Easel, Carved	 Legendary	Gallery	10.0	10.0			15.0	15.0			Ascending Tide	50.0
Alinor Painting, Unfinished	 Legendary	Gallery	13.0	10.0			11.0		15.0		Lost Depths	49.0
Blackwood Cottage Painting, Unframed	 Legendary	Gallery	13.0	11.0			11.0			13.0	Waking Flame	48.0
Blackwood Provisioning Station	 Legendary	Services	10.0	11.0		13.0	15.0				Ascending Tide	49.0
Book Stack, Well-Read	 Fine	Library								5.0	High Isle	5.0
Deadlands Archway	 Epic	Structures			7.0	13.0				7.0	Deadlands	27.0
Deadlands Puzzle Cube	 Legendary	Undercroft	12.0		8.0	15.0		15.0			Ascending Tide	50.0
Deadlands Tapestry, Mehrunes Dagon	 Legendary	Parlor	13.0		8.0			13.0	15.0		Ascending Tide	49.0
Deadlands Throne	 Legendary	Gallery	10.0			13.0	15.0	15.0			Ascending Tide	53.0
Dwarven Pipeline, Column	 Superior	Workshop				7.0		9.0			Morrowind / Clockwork	16.0
Fargrave Balcony	 Superior	Structures					9.0	6.0			Ascending Tide	15.0
Fargrave Book Stack, Levitating	 Epic	Library	9.0			7.0				13.0	Deadlands	29.0
Fargrave Canopy, Massive	 Superior	Structures					6.0		9.0		Ascending Tide	15.0
Fargrave Colonnade Pillar, Tall	 Superior	Courtyard	6.0			9.0					Ascending Tide	15.0
Fargrave Defensive Spike, Corner	 Superior	Structures				6.0		9.0			Ascending Tide	15.0
Fargrave Defensive Spike, Curved	 Superior	Structures				6.0		9.0			Ascending Tide	15.0
Fargrave Defensive Spike, Straight	 Superior	Structures				6.0		9.0			Ascending Tide	15.0
Fargrave Door	 Superior	Structures					9.0	6.0			Ascending Tide	15.0
Fargrave Facade, Huge	 Superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Platform, Square	 Superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Post, Garden Wall	 Fine	Courtyard				5.0					Ascending Tide	5.0
Fargrave Stairway, Stone	 Fine	Structures				5.0					Ascending Tide	5.0
Fargrave Stairway, Wide Stone	 Superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Wall, Exterior	 Superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Wall, Garden	 Superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Wall, Interior	 Superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Water Globules, Static	 Legendary	Lighting	13.0	11.0		13.0					Ascending Tide	37.0
High Isle Archway, Carved	 Superior	Structures				6.0	9.0				Lost Depths	15.0
High Isle Basket, Woven	 Fine	Hearth					5.0				High Isle	5.0
High Isle Beacon, Unlit	 Legendary	Workshop	10.0		9.0		15.0	15.0			Lost Depths	49.0
High Isle Bed, Canopy Full	 Superior	Suite					6.0		9.0		High Isle	15.0
High Isle Bed, Single	 Fine	Suite							5.0		High Isle	5.0
High Isle Bench, Padded	 Superior	Dining					9.0		6.0		High Isle	15.0
High Isle Bench, Sturdy	 Superior	Dining		5.0			9.0				High Isle	14.0
High Isle Bookcase, Carved Filled	 Superior	Library		5.0			9.0				High Isle	14.0
High Isle Bookcase, Wide Carved Filled	 Epic	Library		6.0			13.0			10.0	High Isle	29.0
High Isle Brazier, Bowl	 Fine	Lighting						5.0			High Isle	5.0
High Isle Brazier, Standing	 Superior	Lighting				6.0		9.0			High Isle	15.0
High Isle Caravel, Miniature	 Legendary	Gallery	10.0				15.0		15.0		Lost Depths	40.0
High Isle Carpet, Ballroom	 Superior	Parlor		5.0					9.0		High Isle	14.0
High Isle Chair, Ornate	 Superior	Dining		5.0			9.0				High Isle	14.0
High Isle Chair, Sturdy	 Superior	Dining		5.0			9.0				High Isle	14.0
High Isle Counter, Rustic	 Fine	Dining					5.0				High Isle	5.0
High Isle Counter, Sturdy	 Superior	Dining		5.0			9.0				High Isle	14.0
High Isle Crab, Steamed	 Superior	Hearth	6.0	7.0							High Isle	13.0
High Isle Crab, Steamed Pile	 Epic	Hearth	9.0	10.0						7.0	High Isle	26.0
High Isle Cup, Full	 Fine	Hearth						5.0			High Isle	5.0
High Isle Divider, Ornate	 Epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Door, Sturdy	 Superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Door, Turquoise	 Superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Doorway, Half-Timber	 Fine	Structures				5.0					Lost Depths	5.0
High Isle Doorway, Plaster	 Fine	Structures				5.0					Lost Depths	5.0
High Isle Dresser, Carved	 Epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Dresser, Rustic	 Fine	Suite					5.0				High Isle	5.0
High Isle End Table, Carved	 Superior	Parlor		5.0			9.0				High Isle	14.0
High Isle Goblet, Empty	 Fine	Hearth						5.0			High Isle	5.0
High Isle Hearth, Tilework	 Legendary	Structures				15.0	15.0	13.0			Lost Depths	43.0
High Isle Herb Rack, Ladder	 Superior	Hearth	8.0				6.0				High Isle	14.0
High Isle Hourglass, Gold	 Legendary	Parlor	13.0	10.0	10.0						Lost Depths	33.0
High Isle Lantern, Table	 Superior	Lighting				6.0		9.0			High Isle	15.0
High Isle Mirror, Standing	 Epic	Suite			6.0		10.0	13.0			High Isle	29.0
High Isle Mussel, Steamed Pile	 Superior	Hearth	6.0	7.0							High Isle	13.0
High Isle Nightstand, Ornate	 Superior	Suite		5.0			9.0				High Isle	14.0
High Isle Pillar, Ornate	 Superior	Courtyard	6.0				9.0				Lost Depths	15.0
High Isle Plate, Compass Rose Setting	 Superior	Hearth		5.0			9.0				High Isle	14.0
High Isle Platform, Tilework	 Superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Platform, Wooden Rectangle	 Fine	Structures					5.0				Lost Depths	5.0
High Isle Platform, Wooden Square	 Superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Railing, Carved	 Superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Railing Post, Carved	 Superior	Courtyard	6.0				9.0				Lost Depths	15.0
High Isle Rug, Octagonal	 Fine	Parlor							5.0		High Isle	5.0
High Isle Sconce, Glass	 Superior	Lighting				6.0		9.0			High Isle	15.0
High Isle Sconce, Ornate	 Epic	Lighting				10.0	7.0	13.0			High Isle	30.0
High Isle Serving Platter, Silver	 Epic	Hearth		8.0	6.0			13.0			High Isle	27.0
High Isle Stairway, Large Castle	 Superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Stairway, Tilework	 Epic	Structures	7.0			13.0	10.0				Lost Depths	30.0
High Isle Stool, Cushioned	 Epic	Workshop		6.0			13.0		10.0		High Isle	29.0
High Isle Stool, Rustic	 Fine	Workshop					5.0				High Isle	5.0
High Isle Stool, Sturdy	 Superior	Workshop		5.0			9.0				High Isle	14.0
High Isle Streetlight, Paired	 Superior	Lighting					9.0	6.0			High Isle	15.0
High Isle Table, Compass Rose	 Epic	Dining	7.0	8.0			13.0				High Isle	28.0
High Isle Table, Ornate	 Superior	Dining		5.0			9.0				High Isle	14.0
High Isle Table, Rustic	 Fine	Dining					5.0				High Isle	5.0
High Isle Table, Sturdy	 Superior	Dining		5.0			9.0				High Isle	14.0
High Isle Tapestry, Seaside Tourney	 Legendary	Parlor	13.0	10.0					15.0		Lost Depths	38.0
High Isle Tea Table, Round Wheel	 Epic	Parlor	7.0	8.0			13.0				High Isle	28.0
High Isle Trunk, Ornate	 Epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Trunk, Sturdy	 Superior	Suite		5.0			9.0				High Isle	14.0
High Isle Turret, Conical Castle	 Epic	Structures	7.0			13.0	10.0				Lost Depths	30.0
High Isle Walkway, Balcony	 Superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Walkway, Curved Castle	 Superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Walkway, Straight Castle	 Superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Wall Mirror, Gilded	 Epic	Suite			9.0		7.0	10.0			High Isle	26.0
High Isle Wall, Half-Timber	 Fine	Structures				5.0					Lost Depths	5.0
High Isle Wall, Thin Castle	 Fine	Structures				5.0					Lost Depths	5.0
High Isle Wardrobe, Compass Rose	 Epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Wardrobe, Rustic	 Fine	Suite					5.0				High Isle	5.0
High Isle Window, Turquoise	 Superior	Structures	8.0				6.0				Lost Depths	14.0
Leyawiin Armoire, Formal	 Epic	Suite	9.0		6.0		13.0				Blackwood	28.0
Leyawiin Wall, Castle	 Superior	Structures				9.0	6.0				Deadlands	15.0
Potted Trees, Stonelore Dogwood	 Legendary	Conservatory	13.0	10.0	8.0	15.0					Lost Depths	46.0
Psijic Banner, Long	 Epic	Parlor	6.0		6.0	7.0			12.0		Summerset	31.0
Shark Jaw, Massive	 Legendary	Gallery	12.0	11.0						15.0	Lost Depths	38.0
Stool, Carved	 Fine	Workshop					5.0	3.0			Homestead	8.0
Druidic Bed, Ivy Stone Double	 Epic	Suite		6.0		13.0				10.0	Firesong	29.0
Druidic Bed, Ivy Stone Single	 Superior	Suite	6.0			9.0					Firesong	15.0
Druidic Bed, Wood Single	 Superior	Suite					6.0		9.0		Firesong	15.0
Druidic Bench, Curved Stone	 Superior	Dining	6.0			9.0					Firesong	15.0
Druidic Bench, Ivy Curved Stone	 Epic	Dining	9.0	6.0		13.0					Firesong	28.0
Druidic Bench, Ivy Stone	 Superior	Dining	6.0			9.0					Firesong	15.0
Druidic Bookcase, Short Stone	 Fine	Library				5.0					Firesong	5.0
Druidic Bookcase, Tall Stone	 Superior	Library	6.0			9.0					Firesong	15.0
Druidic Bookcase, Tall Wood	 Superior	Library		5.0			9.0				Firesong	14.0
Druidic Bowl, Clay	 Fine	Hearth		4.0							Firesong	4.0
Druidic Cage, Ivy Wood	 Superior	Workshop	6.0				9.0				Firesong	15.0
Druidic Chair, Stone	 Fine	Dining				5.0					Firesong	5.0
Druidic Chair, Wood	 Fine	Dining					5.0				Firesong	5.0
Druidic Chandelier, Firesong	 Epic	Lighting	7.0	10.0		10.0					Firesong	27.0
Druidic Dresser, Ivy Open Stone	 Superior	Suite	6.0			9.0					Firesong	15.0
Druidic Dresser, Open Stone	 Superior	Suite	6.0			9.0					Firesong	15.0
Druidic End Table, Ivy Stone	 Superior	Parlor	6.0			9.0					Firesong	15.0
Druidic Game, Marble Maze	 Superior	Parlor	6.0			9.0					Firesong	15.0
Druidic Gourd Bird Feeder	 Fine	Courtyard		4.0							Firesong	4.0
Druidic Gourd Candle, Hanging	 Superior	Lighting		7.0		6.0					Firesong	13.0
Druidic Gourd Candles, Stone	 Superior	Lighting		5.0		9.0					Firesong	14.0
Druidic Hearth, Stone	 Epic	Lighting	7.0			13.0	10.0				Firesong	30.0
Druidic Incense Burner, Clay	 Epic	Undercroft	9.0	10.0		7.0					Firesong	26.0
Druidic Meditation Stones, Tall	 Superior	Courtyard	6.0			9.0					Firesong	15.0
Druidic Mug, Clay	 Fine	Hearth		4.0							Firesong	4.0
Druidic Nightstand, Stone	 Fine	Suite				5.0					Firesong	5.0
Druidic Pillow, Woven	 Fine	Suite							5.0		Firesong	5.0
